S/N,Project ID,Data requested,BI service,Delivery Method,RNA Box No.,Original Sample Position,Sample Accession Number [R8800xxxx],Internal ID,Client's Sample name  ,Sample Origin,RIN,Nanodrop Conc (ng/uL),Nanodrop A260/280,Nanodrop A230/260,DV200,Stranded/ Non-stranded,200ng RNA input Vol[ul],NFW ul (to 8ul),Input plate position,RNA input [ng],Library  Prep Plate,Lib_Conc. (ng/ul),D1000 Tapestation Library peak Size(bp),D1000 Tapestation Library Average Size(bp),Library Prep,Well Position,ng for pooling for 1pmol,volume for circularization (µl),ssCir plate pos,Qubit ssDNA Conc.[ng/µL] (>0.6),"DNB conc
Qubit ssDNA ng/ul",Index(*),Sequencing Mode(*),Required Reads,data output,output_ratio,Flowcell ID,Read1 files path(*),Read2 files path
662,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E5,R88010741,RNA001380,100_24_8b,Leukaemia cell lines,9.7,51.4,2.3,0.1,95.4,Stranded,3.9,4.1,E05,200,LP23,39.4,479,491,LP23,E5,324.06,0.8,B2,3.8,15.3,UDB133,PE150,40,54.1,1.35,E250019177,,
663,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F5,R88010742,RNA001381,100_24_8c,Leukaemia cell lines,9.9,56.1,2.2,0.4,96.4,Stranded,3.6,4.4,F05,200,LP23,28.8,483,497,LP23,F5,328.02,1.1,B2,3.8,15.3,UDB134,PE150,40,54.8,1.37,E250019177,,
664,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G5,R88010743,RNA001382,10_72_5a,Leukaemia cell lines,9.9,56.1,2.1,0.6,97.4,Stranded,3.6,4.4,G05,200,LP23,19.3,481,488,LP23,G5,322.08,1.7,B2,3.8,15.3,UDB135,PE150,40,47.8,1.2,E250019177,,
665,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H5,R88010744,RNA001383,10_72_5b,Leukaemia cell lines,9.9,57.5,2.1,0.8,97.7,Stranded,3.5,4.5,H05,200,LP23,23.6,476,472,LP23,H5,311.52,1.3,B2,3.8,15.3,UDB136,PE150,40,52.6,1.31,E250019177,,
666,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A6,R88010745,RNA001384,10_72_5c,Leukaemia cell lines,9.9,56,2.1,1.7,96.3,Stranded,3.6,4.4,A06,200,LP23,15.1,481,483,LP23,A6,318.78,2.1,B2,3.8,15.3,UDB137,PE150,40,54,1.35,E250019177,,
667,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B6,R88010746,RNA001385,10_72_6a,Leukaemia cell lines,9.8,54.2,2.2,1.3,97,Stranded,3.7,4.3,B06,200,LP23,34,481,505,LP23,B6,333.3,1,B2,3.8,15.3,UDB138,PE150,40,53,1.32,E250019177,,
668,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C6,R88010747,RNA001386,10_72_6b,Leukaemia cell lines,9.8,58.4,2.1,0.9,97.2,Stranded,3.4,4.6,C06,200,LP23,25.3,484,504,LP23,C6,332.64,1.3,B2,3.8,15.3,UDB139,PE150,40,55.2,1.38,E250019177,,
669,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D6,R88010748,RNA001387,10_72_6c,Leukaemia cell lines,9.8,54.6,2.1,0.8,96.9,Stranded,3.7,4.3,D06,200,LP23,21.8,485,504,LP23,D6,332.64,1.5,B2,3.8,15.3,UDB140,PE150,40,38.2,0.95,E250019177,,
670,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E6,R88010749,RNA001388,10_72_7a,Leukaemia cell lines,9.8,51.2,2.1,0.6,95.8,Stranded,3.9,4.1,E06,200,LP23,30.5,487,505,LP23,E6,333.3,1.1,B2,3.8,15.3,UDB141,PE150,40,59,1.47,E250019177,,
671,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F6,R88010750,RNA001389,10_72_7b,Leukaemia cell lines,9.7,56.7,2.1,0.9,95.9,Stranded,3.5,4.5,F06,200,LP23,21.9,482,482,LP23,F6,318.12,1.5,B2,3.8,15.3,UDB142,PE150,40,57,1.42,E250019177,,
672,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G6,R88010751,RNA001390,10_72_7c,Leukaemia cell lines,9.8,55,2,1.5,97.3,Stranded,3.6,4.4,G06,200,LP23,34,476,487,LP23,G6,321.42,0.9,B3,4.7,13,UDB143,PE150,40,50.2,1.25,E250019177,,
673,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H6,R88010752,RNA001391,10_72_8a,Leukaemia cell lines,9.8,65.8,2.1,0.3,97.6,Stranded,3,5,H06,200,LP23,28.1,479,482,LP23,H6,318.12,1.1,B3,4.7,13,UDB144,PE150,40,51.5,1.29,E250019177,,
674,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A7,R88010753,RNA001392,10_72_8b,Leukaemia cell lines,9.9,56.8,2,2.5,96.5,Stranded,3.5,4.5,A07,200,LP23,12.8,508,521,LP23,A7,343.86,2.7,B3,4.7,13,UDB145,PE150,40,57.5,1.44,E250019177,,
675,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B7,R88010754,RNA001393,10_72_8c,Leukaemia cell lines,9.7,61.1,2.2,0.1,97.7,Stranded,3.3,4.7,B07,200,LP23,38.4,483,506,LP23,B7,333.96,0.9,B3,4.7,13,UDB146,PE150,40,56.9,1.42,E250019177,,
676,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C7,R88010755,RNA001394,100_72_5a,Leukaemia cell lines,9.8,59.8,2.1,0.9,97.3,Stranded,3.3,4.7,C07,200,LP23,26.4,488,506,LP23,C7,333.96,1.3,B3,4.7,13,UDB147,PE150,40,47.9,1.2,E250019177,,
677,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D7,R88010756,RNA001395,100_72_5b,Leukaemia cell lines,9.8,64.5,2.1,0.8,96.5,Stranded,3.1,4.9,D07,200,LP23,13.4,492,502,LP23,D7,331.32,2.5,B3,4.7,13,UDB148,PE150,40,51.8,1.3,E250019177,,
678,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E7,R88010757,RNA001396,100_72_5c,Leukaemia cell lines,9.9,61.7,2.1,0.7,95.8,Stranded,3.2,4.8,E07,200,LP23,34.1,485,509,LP23,E7,335.94,1,B3,4.7,13,UDB149,PE150,40,56.4,1.41,E250019177,,
679,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F7,R88010758,RNA001397,100_72_6a,Leukaemia cell lines,9.6,64,2.2,0.2,96.6,Stranded,3.1,4.9,F07,200,LP23,20.5,487,501,LP23,F7,330.66,1.6,B3,4.7,13,UDB150,PE150,40,55.1,1.38,E250019177,,
680,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G7,R88010759,RNA001398,100_72_6b,Leukaemia cell lines,9.6,59.4,2.1,1.9,96.2,Stranded,3.4,4.6,G07,200,LP23,29.5,484,502,LP23,G7,331.32,1.1,B3,4.7,13,UDB151,PE150,40,53.4,1.33,E250019177,,
681,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H7,R88010760,RNA001399,100_72_6c,Leukaemia cell lines,9.2,73.2,2.2,0.3,95.6,Stranded,2.7,5.3,H07,200,LP23,24.5,479,485,LP23,H7,320.1,1.3,B3,4.7,13,UDB152,PE150,40,50.4,1.26,E250019177,,
682,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A8,R88010761,RNA001400,100_72_7a,Leukaemia cell lines,9.6,66.6,2.1,0.4,95.8,Stranded,3,5,A08,200,LP23,30.4,487,500,LP23,A8,330,1.1,B4,3.9,13.4,UDB153,PE150,40,59.9,1.5,E250019177,,
683,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B8,R88010762,RNA001401,100_72_7b,Leukaemia cell lines,9.5,53.3,2,0.1,95.7,Stranded,3.7,4.3,B08,200,LP23,19.3,492,515,LP23,B8,339.9,1.8,B4,3.9,13.4,UDB154,PE150,40,54.8,1.37,E250019177,,
684,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C8,R88010763,RNA001402,100_72_7c,Leukaemia cell lines,9.8,45.2,2.2,0.3,96.2,Stranded,4.4,3.6,C08,200,LP23,19.2,492,509,LP23,C8,335.94,1.8,B4,3.9,13.4,UDB155,PE150,40,61.1,1.53,E250019177,,
685,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D8,R88010764,RNA001403,100_72_8a,Leukaemia cell lines,9.9,45.6,2.1,2,97,Stranded,4.4,3.6,D08,200,LP23,23.6,490,512,LP23,D8,337.92,1.4,B4,3.9,13.4,UDB156,PE150,40,57.9,1.45,E250019177,,
686,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E8,R88010765,RNA001404,100_72_8b,Leukaemia cell lines,9.9,45.1,2.2,1.6,97.4,Stranded,4.4,3.6,E08,200,LP23,32.8,480,503,LP23,E8,331.98,1,B4,3.9,13.4,UDB157,PE150,40,55.3,1.38,E250019177,,
687,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F8,R88010766,RNA001405,100_72_8c,Leukaemia cell lines,9.9,66.5,2.2,0.3,97.5,Stranded,3,5,F08,200,LP23,25.6,487,495,LP23,F8,326.7,1.3,B4,3.9,13.4,UDB158,PE150,40,48.7,1.22,E250019177,,
688,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G8,R88010767,RNA001406,10_6_9a,Leukaemia cell lines,10,58.7,2.1,0.9,98.3,Stranded,3.4,4.6,G08,200,LP23,22,482,492,LP23,G8,324.72,1.5,B4,3.9,13.4,UDB159,PE150,40,55.3,1.38,E250019177,,
689,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H8,R88010768,RNA001407,10_6_9b,Leukaemia cell lines,9.9,51.6,2.1,1.5,97.9,Stranded,3.9,4.1,H08,200,LP23,24,480,488,LP23,H8,322.08,1.3,B4,3.9,13.4,UDB160,PE150,40,48.4,1.21,E250019177,,
690,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A9,R88010769,RNA001408,10_6_9c,Leukaemia cell lines,9.9,57,2.1,0.9,98.4,Stranded,3.5,4.5,A09,200,LP23,28.3,477,490,LP23,A9,323.4,1.1,B4,3.9,13.4,UDB161,PE150,40,63.9,1.6,E250019177,,
691,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B9,R88010770,RNA001409,10_6_10a,Leukaemia cell lines,9.9,58.3,2.1,1.1,98,Stranded,3.4,4.6,B09,200,LP23,22.6,485,494,LP23,B9,326.04,1.4,B4,3.9,13.4,UDB162,PE150,40,59.9,1.5,E250019177,,
692,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C9,R88010771,RNA001410,10_6_10b,Leukaemia cell lines,9.9,61,2.1,1,97.8,Stranded,3.3,4.7,C09,200,LP23,13.5,493,508,LP23,C9,335.28,2.5,B5,4.4,14.5,UDB163,PE150,40,45.9,1.15,E250019177,,
693,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D9,R88010772,RNA001411,10_6_10c,Leukaemia cell lines,9.9,65.8,2.2,0.6,97.4,Stranded,3,5,D09,200,LP23,23.9,482,502,LP23,D9,331.32,1.4,B5,4.4,14.5,UDB164,PE150,40,52.5,1.31,E250019177,,
694,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E9,R88010773,RNA001412,10_6_11a,Leukaemia cell lines,9.9,68.7,2.1,1.4,97.4,Stranded,2.9,5.1,E09,200,LP23,32.6,477,490,LP23,E9,323.4,1,B5,4.4,14.5,UDB165,PE150,40,53.9,1.35,E250019177,,
695,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F9,R88010774,RNA001413,10_6_11b,Leukaemia cell lines,10,40.8,2.1,0.8,97.3,Stranded,4.9,3.1,F09,200,LP23,18.6,484,489,LP23,F9,322.74,1.7,B5,4.4,14.5,UDB166,PE150,40,55,1.38,E250019177,,
696,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G9,R88010775,RNA001414,10_6_11c,Leukaemia cell lines,9.9,56.8,2.3,0.2,97.8,Stranded,3.5,4.5,G09,200,LP23,28.3,489,508,LP23,G9,335.28,1.2,B5,4.4,14.5,UDB167,PE150,40,47.9,1.2,E250019177,,
697,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H9,R88010776,RNA001415,10_6_12a,Leukaemia cell lines,9.9,51.1,2.2,0.2,97.6,Stranded,3.9,4.1,H09,200,LP23,10.6,485,488,LP23,H9,322.08,3,B5,4.4,14.5,UDB168,PE150,40,90.5,2.26,E250019177,,
698,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A10,R88010777,RNA001416,10_6_12b,Leukaemia cell lines,9.9,69.2,2.1,0.5,97.9,Stranded,2.9,5.1,A10,200,LP23,23.6,486,500,LP23,A10,330,1.4,B5,4.4,14.5,UDB169,PE150,40,54.9,1.37,E250019177,,
699,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B10,R88010778,RNA001417,10_6_12c,Leukaemia cell lines,9.8,58.9,2.1,0.2,98,Stranded,3.4,4.6,B10,200,LP23,24.6,481,492,LP23,B10,324.72,1.3,B5,4.4,14.5,UDB170,PE150,40,41.4,1.04,E250019177,,
700,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C10,R88010779,RNA001418,100_6_9a,Leukaemia cell lines,9.5,64.8,2.3,0.1,97.4,Stranded,3.1,4.9,C10,200,LP23,15.8,485,492,LP23,C10,324.72,2.1,B5,4.4,14.5,UDB171,PE150,40,51.4,1.28,E250019177,,
701,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D10,R88010780,RNA001419,100_6_9b,Leukaemia cell lines,9.8,55.8,2.2,1,97.8,Stranded,3.6,4.4,D10,200,LP23,21.2,491,508,LP23,D10,335.28,1.6,B5,4.4,14.5,UDB172,PE150,40,52.8,1.32,E250019177,,
702,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E10,R88010781,RNA001420,100_6_9c,Leukaemia cell lines,9.9,81.5,2.2,0.4,97.5,Stranded,2.5,5.5,E10,200,LP23,20,492,506,LP23,E10,333.96,1.7,B6,4.2,12,UDB173,PE150,40,43.3,1.08,E250019177,,
703,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F10,R88010782,RNA001421,100_6_10a,Leukaemia cell lines,9.9,59.3,2.1,1.8,98,Stranded,3.4,4.6,F10,200,LP23,21.5,488,501,LP23,F10,330.66,1.5,B6,4.2,12,UDB174,PE150,40,69,1.72,E250019177,,
704,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G10,R88010783,RNA001422,100_6_10b,Leukaemia cell lines,9.9,60.8,2.1,0.6,98,Stranded,3.3,4.7,G10,200,LP23,25.7,483,502,LP23,G10,331.32,1.3,B6,4.2,12,UDB175,PE150,40,64.1,1.6,E250019177,,
705,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H10,R88010784,RNA001423,100_6_10c,Leukaemia cell lines,9.9,54.6,2.2,1.2,97.9,Stranded,3.7,4.3,H10,200,LP23,18.6,479,495,LP23,H10,326.7,1.8,B6,4.2,12,UDB176,PE150,40,64.6,1.61,E250019177,,
706,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A11,R88010785,RNA001424,100_6_11a,Leukaemia cell lines,9.9,30.8,2.2,0.2,97.8,Stranded,6.5,1.5,A11,200,LP23,11.5,490,507,LP23,A11,334.62,2.9,B6,4.2,12,UDB177,PE150,40,73.5,1.84,E250019177,,
707,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B11,R88010786,RNA001425,100_6_11b,Leukaemia cell lines,9.8,29.3,2.5,0.1,97.1,Stranded,6.8,1.2,B11,200,LP23,19.7,487,509,LP23,B11,335.94,1.7,B6,4.2,12,UDB178,PE150,40,59.1,1.48,E250019177,,
708,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C11,R88010787,RNA001426,100_6_11c,Leukaemia cell lines,9.9,37,2.2,0.2,97.6,Stranded,5.4,2.6,C11,200,LP23,18.6,489,501,LP23,C11,330.66,1.8,B6,4.2,12,UDB179,PE150,40,61.8,1.54,E250019177,,
709,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D11,R88010788,RNA001427,100_6_12a,Leukaemia cell lines,9.7,68.4,2.2,0.2,97.6,Stranded,2.9,5.1,D11,200,LP23,25.8,482,491,LP23,D11,324.06,1.3,B6,4.2,12,UDB180,PE150,40,62.6,1.56,E250019177,,
710,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E11,R88010789,RNA001428,100_6_12b,Leukaemia cell lines,9.9,71,2.1,0.7,97,Stranded,2.8,5.2,E11,200,LP23,23.5,487,501,LP23,E11,330.66,1.4,B6,4.2,12,UDB181,PE150,40,65.7,1.64,E250019177,,
711,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,F11,R88010790,RNA001429,100_6_12c,Leukaemia cell lines,9.9,46.2,2.2,0.1,98,Stranded,4.3,3.7,F11,200,LP23,26.1,484,492,LP23,F11,324.72,1.2,B6,4.2,12,UDB182,PE150,40,62.5,1.56,E250019177,,
712,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,G11,R88010791,RNA001430,10_24_9a,Leukaemia cell lines,9.9,58.5,1.9,0.5,97.9,Stranded,3.4,4.6,G11,200,LP23,19.8,483,497,LP23,G11,328.02,1.7,B7,4.6,14.4,UDB183,PE150,40,51.5,1.29,E250019177,,
713,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,H11,R88010792,RNA001431,10_24_9b,Leukaemia cell lines,9.9,65.4,2,2.3,97.8,Stranded,3.1,4.9,H11,200,LP23,19.5,488,502,LP23,H11,331.32,1.7,B7,4.6,14.4,UDB184,PE150,40,56.1,1.4,E250019177,,
714,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,A12,R88010793,RNA001432,10_24_9c,Leukaemia cell lines,9.7,62.1,1.9,2.3,96.6,Stranded,3.2,4.8,A12,200,LP23,14.4,495,507,LP23,A12,334.62,2.3,B7,4.6,14.4,UDB185,PE150,40,58.5,1.46,E250019177,,
715,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,B12,R88010794,RNA001433,10_24_10a,Leukaemia cell lines,9.9,69.7,2.1,1,97.7,Stranded,2.9,5.1,B12,200,LP23,15.8,486,488,LP23,B12,322.08,2,B7,4.6,14.4,UDB186,PE150,40,56.8,1.42,E250019177,,
716,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,C12,R88010795,RNA001434,10_24_10b,Leukaemia cell lines,9.9,57.6,2.1,1.1,98,Stranded,3.5,4.5,C12,200,LP23,17.4,489,490,LP23,C12,323.4,1.9,B7,4.6,14.4,UDB187,PE150,40,60.6,1.52,E250019177,,
717,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,D12,R88010796,RNA001435,10_24_10c,Leukaemia cell lines,9.9,75.1,2.1,1.4,97.6,Stranded,2.7,5.3,D12,200,LP23,40,409,433,LP23,D12,285.78,0.7,B7,4.6,14.4,UDB188,PE150,40,45.8,1.14,E250019177,,
718,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 25,E12,R88010797,RNA001436,10_24_11a,Leukaemia cell lines,9.9,67.5,2.2,0.47,97.26,Stranded,3,5,E12,200,LP23,29.9,485,496,LP23,E12,327.36,1.1,B7,4.6,14.4,UDB189,PE150,40,54.3,1.36,E250019177,,
719,RNA_20240828_155,,,,,F12,,,Hu Ref RNA,,,80.9,,,,Stranded,2.5,5.5,G12,200,LP23,42.4,476,486,LP23,G12,320.76,0.8,B7,4.6,14.4,UDB191,PE150,40,53.7,1.34,E250019177,,
720,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,A1,R88010799,RNA001438,10_24_11c,Leukaemia cell lines,10,53.4,2.1,2.2,95.5,Stranded,3.7,4.3,A01,200,LP24,29.3,485,461,LP24,A1,304.26,1,B7,4.6,14.4,UDB193,PE150,40,53.4,1.34,E250019177,,
721,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,B1,R88010800,RNA001439,10_24_12a,Leukaemia cell lines,9.9,67.3,2.2,0.2,97.6,Stranded,3,5,B01,200,LP24,16.4,445,452,LP24,B1,298.32,1.8,B7,4.6,14.4,UDB194,PE150,40,42.8,1.07,E250019177,,
722,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,C1,R88010801,RNA001440,10_24_12b,Leukaemia cell lines,9.6,60.4,2.2,0.1,96.6,Stranded,3.3,4.7,C01,200,LP24,16.7,474,478,LP24,C1,315.48,1.9,B8,4.2,13.8,UDB195,PE150,40,47.9,1.2,E250019177,,
723,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,D1,R88010802,RNA001441,10_24_12c,Leukaemia cell lines,9.9,58.6,2.1,1.3,96.5,Stranded,3.4,4.6,D01,200,LP24,21,460,466,LP24,D1,307.56,1.5,B8,4.2,13.8,UDB196,PE150,40,43.9,1.1,E250019177,,
724,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,E1,R88010803,RNA001442,100_24_9a,Leukaemia cell lines,10,116.8,2.1,1.1,95.7,Stranded,1.7,6.3,E01,200,LP24,13.8,472,472,LP24,E1,311.52,2.3,B8,4.2,13.8,UDB197,PE150,40,54.5,1.36,E250019177,,
725,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,F1,R88010804,RNA001443,100_24_9b,Leukaemia cell lines,10,93.1,2.1,0.6,96,Stranded,2.1,5.9,F01,200,LP24,11.3,487,500,LP24,F1,330,2.9,B8,4.2,13.8,UDB198,PE150,40,56.3,1.41,E250019177,,
726,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,G1,R88010805,RNA001444,100_24_9c,Leukaemia cell lines,10,61.2,2.1,0.6,97,Stranded,3.3,4.7,G01,200,LP24,20.2,481,499,LP24,G1,329.34,1.6,B8,4.2,13.8,UDB199,PE150,40,52,1.3,E250019177,,
727,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,A2,R88010807,RNA001446,100_24_10b,Leukaemia cell lines,10,57.4,2.1,1.3,95.3,Stranded,3.5,4.5,A02,200,LP24,10.05,498,512,LP24,A2,337.92,3.4,B8,4.2,13.8,UDB201,PE150,40,61.5,1.54,E250019177,,
728,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,B2,R88010808,RNA001447,100_24_10c,Leukaemia cell lines,10,58.1,2.1,1.4,96.5,Stranded,3.4,4.6,B02,200,LP24,14.15,492,511,LP24,B2,337.26,2.4,B8,4.2,13.8,UDB202,PE150,40,55.2,1.38,E250019177,,
729,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,C2,R88010809,RNA001448,100_24_11a,Leukaemia cell lines,10,70.6,2.1,0.6,96.7,Stranded,2.8,5.2,C02,200,LP24,11.99,497,512,LP24,C2,337.92,2.8,B8,4.2,13.8,UDB203,PE150,40,47.5,1.19,E250019177,,
730,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,D2,R88010810,RNA001449,100_24_11b,Leukaemia cell lines,9.9,72.4,2.1,0.7,97,Stranded,2.8,5.2,D02,200,LP24,14.36,485,496,LP24,D2,327.36,2.3,B8,4.2,13.8,UDB204,PE150,40,56.6,1.41,E250019177,,
731,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,E2,R88010811,RNA001450,100_24_11c,Leukaemia cell lines,9.9,67.5,2.3,0.2,95.3,Stranded,3,5,E02,200,LP24,22.67,474,484,LP24,E2,319.44,1.4,B8,4.2,13.8,UDB205,PE150,40,53.3,1.33,E250019177,,
732,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,F2,R88010812,RNA001451,100_24_12a,Leukaemia cell lines,10,67,2.2,0.3,95.9,Stranded,3,5,F02,200,LP24,9.56,485,492,LP24,F2,324.72,3.4,B9,4.9,13.2,UDB206,PE150,40,53.3,1.33,E250019177,,
733,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,G2,R88010813,RNA001452,100_24_12b,Leukaemia cell lines,10,94.1,2.1,1.1,96.9,Stranded,2.1,5.9,G02,200,LP24,12.07,502,525,LP24,G2,346.5,2.9,B9,4.9,13.2,UDB207,PE150,40,46.4,1.16,E250019177,,
734,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,H2,R88010814,RNA001453,100_24_12c,Leukaemia cell lines,9.9,63.5,2.2,0.9,96.7,Stranded,3.2,4.8,H02,200,LP24,19.99,475,469,LP24,H2,309.54,1.5,B9,4.9,13.2,UDB208,PE150,40,43.8,1.09,E250019177,,
735,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,A3,R88010815,RNA001454,10_72_9a,Leukaemia cell lines,9.9,59.7,2.1,1.1,98.1,Stranded,3.3,4.7,A03,200,LP24,10.81,481,496,LP24,A3,327.36,3,B9,4.9,13.2,UDB209,PE150,40,49.9,1.25,E250019177,,
736,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,B3,R88010816,RNA001455,10_72_9b,Leukaemia cell lines,9.8,61.7,2.1,0.2,97.5,Stranded,3.2,4.8,B03,200,LP24,7.56,502,512,LP24,B3,337.92,4.5,B9,4.9,13.2,UDB210,PE150,40,59.2,1.48,E250019177,,
737,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,C3,R88010817,RNA001456,10_72_9c,Leukaemia cell lines,9.9,64.2,2.2,0.5,97.4,Stranded,3.1,4.9,C03,200,LP24,8.52,502,494,LP24,C3,326.04,3.8,B9,4.9,13.2,UDB211,PE150,40,66.9,1.67,E250019177,,
738,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,D3,R88010818,RNA001457,10_72_10a,Leukaemia cell lines,9.7,62.5,2.2,0.9,94.5,Stranded,3.2,4.8,D03,200,LP24,17.61,491,496,LP24,D3,327.36,1.9,B9,4.9,13.2,UDB212,PE150,40,55.9,1.4,E250019177,,
739,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,E3,R88010819,RNA001458,10_72_10b,Leukaemia cell lines,9.7,61.7,2.1,0.5,95.8,Stranded,3.2,4.8,E03,200,LP24,16.36,475,493,LP24,E3,325.38,2,B9,4.9,13.2,UDB213,PE150,40,57.6,1.44,E250019177,,
740,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,F3,R88010820,RNA001459,10_72_10c,Leukaemia cell lines,9.8,62,2.2,1,95.3,Stranded,3.2,4.8,F03,200,LP24,20.49,481,500,LP24,F3,330,1.6,B9,4.9,13.2,UDB214,PE150,40,55.7,1.39,E250019177,,
741,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,G3,R88010821,RNA001460,10_72_11a,Leukaemia cell lines,9.9,63.2,2.1,0.8,96.6,Stranded,3.2,4.8,G03,200,LP24,22.68,482,507,LP24,G3,334.62,1.5,B9,4.9,13.2,UDB215,PE150,40,48.9,1.22,E250019177,,
742,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,H3,R88010822,RNA001461,10_72_11b,Leukaemia cell lines,9.8,68.6,2.1,0.9,96.1,Stranded,2.9,5.1,H03,200,LP24,26.33,483,534,LP24,H3,352.44,1.3,B10,4.2,13.1,UDB216,PE150,40,61.6,1.54,E250019177,,
743,RNA_20240828_155,40M reads,Fastq,AWS,RNA Box 26,A4,R88010823,RNA001462,10_72_11c,Leukaemia cell lines,9.9,67.8,2.1,0.2,96.2,Stranded,2.9,5.1,A04,200,LP24,13.21,547,493,LP24,A4,325.38,2.5,B10,4.2,13.1,UDB217,PE150,40,55.8,1.39,E250019177,,
